Product_ID,Keyword,Type,Hierarchy_Level
413,Ultra Flair,Type,2
413,Computers & Accessories,Category,1
413,Accessories & Peripherals,Category,2
413,Cables & Accessories,Category,3
413,Cables,Category,4
413,USB Cables,Category,5
970,boAt,Brand,1
970,Xtend Smartwatch,Type,2
970,Computers & Accessories,Category,1
970,Accessories & Peripherals,Category,2
970,Cables & Accessories,Category,3
970,Cables,Category,4
970,USB Cables,Category,5
810,Tygot,Brand,1
810,Bluetooth Extendable,Type,2
810,Computers & Accessories,Category,1
810,Accessories & Peripherals,Category,2
810,Cables & Accessories,Category,3
810,Cables,Category,4
810,USB Cables,Category,5
798,boAt,Brand,1
798,Rockerz 330,Type,2
798,Computers & Accessories,Category,1
798,Accessories & Peripherals,Category,2
798,Cables & Accessories,Category,3
798,Cables,Category,4
798,USB Cables,Category,5
536,Casio,Brand,1
536,FX-991ES Plus-2nd,Type,2
536,Computers & Accessories,Category,1
536,Accessories & Peripherals,Category,2
536,Cables & Accessories,Category,3
536,Cables,Category,4
536,USB Cables,Category,5
68,TP-Link,Brand,1
68,AC750 Wifi,Type,2
68,Computers & Accessories,Category,1
68,Accessories & Peripherals,Category,2
68,Cables & Accessories,Category,3
68,Cables,Category,4
68,USB Cables,Category,5
639,boAt,Brand,1
639,Bassheads 242,Type,2
639,Computers & Accessories,Category,1
639,Accessories & Peripherals,Category,2
639,Cables & Accessories,Category,3
639,Cables,Category,4
639,USB Cables,Category,5
677,DIGITEK®,Brand,1
677,(DTR 260,Type,2
677,Computers & Accessories,Category,1
677,Accessories & Peripherals,Category,2
677,Cables & Accessories,Category,3
677,Cables,Category,4
677,USB Cables,Category,5
972,Samsung,Brand,1
972,EVO Plus,Type,2
972,Computers & Accessories,Category,1
972,Accessories & Peripherals,Category,2
972,Cables & Accessories,Category,3
972,Cables,Category,4
972,USB Cables,Category,5
771,pTron,Brand,1
771,Solero TB301,Type,2
771,pTron Solero TB301 3A Type-C Data and Fast Charging Cable,Type,2
771,Computers & Accessories,Category,1
771,Accessories & Peripherals,Category,2
771,Cables & Accessories,Category,3
771,Cables,Category,4
771,USB Cables,Category,5
604,HP,Brand,1
604,805 Black,Type,2
604,Computers & Accessories,Category,1
604,Accessories & Peripherals,Category,2
604,Cables & Accessories,Category,3
604,Cables,Category,4
604,USB Cables,Category,5
556,Sounce,Brand,1
556,Spiral Charger,Type,2
556,Sounce Spiral Charger Cable,Type,2
556,Computers & Accessories,Category,1
556,Accessories & Peripherals,Category,2
556,Cables & Accessories,Category,3
556,Cables,Category,4
556,USB Cables,Category,5
85,GIZGA,Brand,1
85,essentials Universal,Type,2
85,Computers & Accessories,Category,1
85,Accessories & Peripherals,Category,2
85,Cables & Accessories,Category,3
85,Cables,Category,4
85,USB Cables,Category,5
340,SanDisk,Brand,1
340,Ultra 128,Type,2
340,Computers & Accessories,Category,1
340,Accessories & Peripherals,Category,2
340,Cables & Accessories,Category,3
340,Cables,Category,4
340,USB Cables,Category,5
995,Boult,Brand,1
995,Audio ZCharge,Type,2
995,Computers & Accessories,Category,1
995,Accessories & Peripherals,Category,2
995,Cables & Accessories,Category,3
995,Cables,Category,4
995,USB Cables,Category,5
343,Dell,Brand,1
343,WM118 Wireless,Type,2
343,Computers & Accessories,Category,1
343,Accessories & Peripherals,Category,2
343,Cables & Accessories,Category,3
343,Cables,Category,4
343,USB Cables,Category,5
606,Boult,Brand,1
606,Audio AirBass,Type,2
606,Computers & Accessories,Category,1
606,Accessories & Peripherals,Category,2
606,Cables & Accessories,Category,3
606,Cables,Category,4
606,USB Cables,Category,5
394,Eveready,Brand,1
394,1015 Carbon,Type,2
394,Computers & Accessories,Category,1
394,Accessories & Peripherals,Category,2
394,Cables & Accessories,Category,3
394,Cables,Category,4
394,USB Cables,Category,5
503,Zebronics,Brand,1
503,Zeb-Transformer-M Optical,Type,2
503,Computers & Accessories,Category,1
503,Accessories & Peripherals,Category,2
503,Cables & Accessories,Category,3
503,Cables,Category,4
503,USB Cables,Category,5
78,PIDILITE,Brand,1
78,Fevicryl Acrylic,Type,2
78,Computers & Accessories,Category,1
78,Accessories & Peripherals,Category,2
78,Cables & Accessories,Category,3
78,Cables,Category,4
78,USB Cables,Category,5
1265,STRIFF,Brand,1
1265,Mpad Mouse,Type,2
1265,Computers & Accessories,Category,1
1265,Accessories & Peripherals,Category,2
1265,Cables & Accessories,Category,3
1265,Cables,Category,4
1265,USB Cables,Category,5
256,Gizga,Brand,1
256,Essentials Hard,Type,2
256,"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable",Type,2
256,Computers & Accessories,Category,1
256,Accessories & Peripherals,Category,2
256,Cables & Accessories,Category,3
256,Cables,Category,4
256,USB Cables,Category,5
1135,Boult,Brand,1
1135,Audio FXCharge,Type,2
1135,Computers & Accessories,Category,1
1135,Accessories & Peripherals,Category,2
1135,Cables & Accessories,Category,3
1135,Cables,Category,4
1135,USB Cables,Category,5
367,Boult,Brand,1
367,Audio Probass,Type,2
367,Computers & Accessories,Category,1
367,Accessories & Peripherals,Category,2
367,Cables & Accessories,Category,3
367,Cables,Category,4
367,USB Cables,Category,5
403,Ambrane,Brand,1
403,20000mAh Power,Type,2
403,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable",Type,2
403,Computers & Accessories,Category,1
403,Accessories & Peripherals,Category,2
403,Cables & Accessories,Category,3
403,Cables,Category,4
403,USB Cables,Category,5
761,boAt,Brand,1
761,Micro USB,Type,2
761,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable",Type,2
761,Computers & Accessories,Category,1
761,Accessories & Peripherals,Category,2
761,Cables & Accessories,Category,3
761,Cables,Category,4
761,USB Cables,Category,5
37,Casio,Brand,1
37,FX-82MS 2nd,Type,2
37,Computers & Accessories,Category,1
37,Accessories & Peripherals,Category,2
37,Cables & Accessories,Category,3
37,Cables,Category,4
37,USB Cables,Category,5
683,Tygot,Brand,1
683,10 Inches,Type,2
683,Computers & Accessories,Category,1
683,Accessories & Peripherals,Category,2
683,Cables & Accessories,Category,3
683,Cables,Category,4
683,USB Cables,Category,5
530,HP,Brand,1
530,X200 Wireless,Type,2
530,Computers & Accessories,Category,1
530,Accessories & Peripherals,Category,2
530,Cables & Accessories,Category,3
530,Cables,Category,4
530,USB Cables,Category,5
646,Oakter,Brand,1
646,Mini UPS,Type,2
646,Computers & Accessories,Category,1
646,Accessories & Peripherals,Category,2
646,Cables & Accessories,Category,3
646,Cables,Category,4
646,USB Cables,Category,5
320,TP-Link,Brand,1
320,Archer AC1200,Type,2
320,Computers & Accessories,Category,1
320,Accessories & Peripherals,Category,2
320,Cables & Accessories,Category,3
320,Cables,Category,4
320,USB Cables,Category,5
552,boAt,Brand,1
552,Rockerz 550,Type,2
552,Computers & Accessories,Category,1
552,Accessories & Peripherals,Category,2
552,Cables & Accessories,Category,3
552,Cables,Category,4
552,USB Cables,Category,5
286,Xiaomi,Brand,1
286,Mi Wired,Type,2
286,Computers & Accessories,Category,1
286,Accessories & Peripherals,Category,2
286,Cables & Accessories,Category,3
286,Cables,Category,4
286,USB Cables,Category,5
390,Zodo,Brand,1
390,8. 5,Type,2
390,Computers & Accessories,Category,1
390,Accessories & Peripherals,Category,2
390,Cables & Accessories,Category,3
390,Cables,Category,4
390,USB Cables,Category,5
260,Zebronics,Brand,1
260,ZEB-KM2100 Multimedia,Type,2
260,Computers & Accessories,Category,1
260,Accessories & Peripherals,Category,2
260,Cables & Accessories,Category,3
260,Cables,Category,4
260,USB Cables,Category,5
614,MI,Brand,1
614,Usb Type-C,Type,2
614,MI Usb Type-C Cable,Type,2
614,Computers & Accessories,Category,1
614,Accessories & Peripherals,Category,2
614,Cables & Accessories,Category,3
614,Cables,Category,4
614,USB Cables,Category,5
280,ZEBRONICS,Brand,1
280,Zeb-Comfort Wired,Type,2
280,Computers & Accessories,Category,1
280,Accessories & Peripherals,Category,2
280,Cables & Accessories,Category,3
280,Cables,Category,4
280,USB Cables,Category,5
551,boAt,Brand,1
551,Rockerz 370,Type,2
551,Computers & Accessories,Category,1
551,Accessories & Peripherals,Category,2
551,Cables & Accessories,Category,3
551,Cables,Category,4
551,USB Cables,Category,5
1129,ZEBRONICS,Brand,1
1129,Zeb-Astra 20,Type,2
1129,Computers & Accessories,Category,1
1129,Accessories & Peripherals,Category,2
1129,Cables & Accessories,Category,3
1129,Cables,Category,4
1129,USB Cables,Category,5
684,Gizga,Brand,1
684,Essentials Spiral,Type,2
684,Gizga Essentials Spiral Cable,Type,2
684,Computers & Accessories,Category,1
684,Accessories & Peripherals,Category,2
684,Cables & Accessories,Category,3
684,Cables,Category,4
684,USB Cables,Category,5
589,Portronics,Brand,1
589,Konnect L,Type,2
589,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable,Type,2
589,Computers & Accessories,Category,1
589,Accessories & Peripherals,Category,2
589,Cables & Accessories,Category,3
589,Cables,Category,4
589,USB Cables,Category,5
77,Panasonic,Brand,1
77,CR-2032/5BE Lithium,Type,2
77,Computers & Accessories,Category,1
77,Accessories & Peripherals,Category,2
77,Cables & Accessories,Category,3
77,Cables,Category,4
77,USB Cables,Category,5
425,MemeHo®,Brand,1
425,Smart Standard,Type,2
425,Computers & Accessories,Category,1
425,Accessories & Peripherals,Category,2
425,Cables & Accessories,Category,3
425,Cables,Category,4
425,USB Cables,Category,5
504,SanDisk,Brand,1
504,Ultra Dual,Type,2
504,Computers & Accessories,Category,1
504,Accessories & Peripherals,Category,2
504,Cables & Accessories,Category,3
504,Cables,Category,4
504,USB Cables,Category,5
822,boAt,Brand,1
822,Xtend Smartwatch,Type,2
822,Computers & Accessories,Category,1
822,Accessories & Peripherals,Category,2
822,Cables & Accessories,Category,3
822,Cables,Category,4
822,USB Cables,Category,5
707,Tizum,Brand,1
707,Mouse Pad/,Type,2
707,Computers & Accessories,Category,1
707,Accessories & Peripherals,Category,2
707,Cables & Accessories,Category,3
707,Cables,Category,4
707,USB Cables,Category,5
360,Epson,Brand,1
360,003 65,Type,2
360,Computers & Accessories,Category,1
360,Accessories & Peripherals,Category,2
360,Cables & Accessories,Category,3
360,Cables,Category,4
360,USB Cables,Category,5
361,ZEBRONICS,Brand,1
361,Zeb-Thunder Bluetooth,Type,2
361,Computers & Accessories,Category,1
361,Accessories & Peripherals,Category,2
361,Cables & Accessories,Category,3
361,Cables,Category,4
361,USB Cables,Category,5
590,Quantum,Brand,1
590,QHM-7406 Full-Sized,Type,2
590,Computers & Accessories,Category,1
590,Accessories & Peripherals,Category,2
590,Cables & Accessories,Category,3
590,Cables,Category,4
590,USB Cables,Category,5
1096,STRIFF,Brand,1
1096,Laptop Tabletop,Type,2
1096,Computers & Accessories,Category,1
1096,Accessories & Peripherals,Category,2
1096,Cables & Accessories,Category,3
1096,Cables,Category,4
1096,USB Cables,Category,5
203,Logitech,Brand,1
203,M221 Wireless,Type,2
203,Computers & Accessories,Category,1
203,Accessories & Peripherals,Category,2
203,Cables & Accessories,Category,3
203,Cables,Category,4
203,USB Cables,Category,5
356,AmazonBasics,Brand,1
356,Flexible Premium,Type,2
356,AmazonBasics Flexible Premium HDMI Cable,Type,2
356,Computers & Accessories,Category,1
356,Accessories & Peripherals,Category,2
356,Cables & Accessories,Category,3
356,Cables,Category,4
356,USB Cables,Category,5
83,Classmate,Brand,1
83,Soft Cover,Type,2
83,Computers & Accessories,Category,1
83,Accessories & Peripherals,Category,2
83,Cables & Accessories,Category,3
83,Cables,Category,4
83,USB Cables,Category,5
297,HP,Brand,1
297,32GB Class,Type,2
297,Computers & Accessories,Category,1
297,Accessories & Peripherals,Category,2
297,Cables & Accessories,Category,3
297,Cables,Category,4
297,USB Cables,Category,5
905,HP,Brand,1
905,150 Wireless,Type,2
905,Computers & Accessories,Category,1
905,Accessories & Peripherals,Category,2
905,Cables & Accessories,Category,3
905,Cables,Category,4
905,USB Cables,Category,5
143,Duracell,Brand,1
143,Rechargeable AA,Type,2
143,Computers & Accessories,Category,1
143,Accessories & Peripherals,Category,2
143,Cables & Accessories,Category,3
143,Cables,Category,4
143,USB Cables,Category,5
555,Portronics,Brand,1
555,Konnect CL,Type,2
555,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable,Type,2
555,Computers & Accessories,Category,1
555,Accessories & Peripherals,Category,2
555,Cables & Accessories,Category,3
555,Cables,Category,4
555,USB Cables,Category,5
1010,boAt,Brand,1
1010,Airdopes 181,Type,2
1010,Computers & Accessories,Category,1
1010,Accessories & Peripherals,Category,2
1010,Cables & Accessories,Category,3
1010,Cables,Category,4
1010,USB Cables,Category,5
846,TP-Link,Brand,1
846,USB Bluetooth,Type,2
846,Computers & Accessories,Category,1
846,Accessories & Peripherals,Category,2
846,Cables & Accessories,Category,3
846,Cables,Category,4
846,USB Cables,Category,5
939,Portronics,Brand,1
939,Konnect L,Type,2
939,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable,Type,2
939,Computers & Accessories,Category,1
939,Accessories & Peripherals,Category,2
939,Cables & Accessories,Category,3
939,Cables,Category,4
939,USB Cables,Category,5
549,SanDisk,Brand,1
549,Ultra Dual,Type,2
549,Computers & Accessories,Category,1
549,Accessories & Peripherals,Category,2
549,Cables & Accessories,Category,3
549,Cables,Category,4
549,USB Cables,Category,5
834,Noise,Brand,1
834,ColorFit Pulse,Type,2
834,Computers & Accessories,Category,1
834,Accessories & Peripherals,Category,2
834,Cables & Accessories,Category,3
834,Cables,Category,4
834,USB Cables,Category,5
830,rts,Brand,1
830,[2 Pack],Type,2
830,"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable",Type,2
830,Computers & Accessories,Category,1
830,Accessories & Peripherals,Category,2
830,Cables & Accessories,Category,3
830,Cables,Category,4
830,USB Cables,Category,5
603,HP,Brand,1
603,682 Black,Type,2
603,Computers & Accessories,Category,1
603,Accessories & Peripherals,Category,2
603,Cables & Accessories,Category,3
603,Cables,Category,4
603,USB Cables,Category,5
122,Logitech,Brand,1
122,H111 Wired,Type,2
122,Computers & Accessories,Category,1
122,Accessories & Peripherals,Category,2
122,Cables & Accessories,Category,3
122,Cables,Category,4
122,USB Cables,Category,5
241,Digitek,Brand,1
241,DTR 550,Type,2
241,Computers & Accessories,Category,1
241,Accessories & Peripherals,Category,2
241,Cables & Accessories,Category,3
241,Cables,Category,4
241,USB Cables,Category,5
522,MI,Brand,1
522,Braided USB,Type,2
522,MI Braided USB Type-C Cable,Type,2
522,Computers & Accessories,Category,1
522,Accessories & Peripherals,Category,2
522,Cables & Accessories,Category,3
522,Cables,Category,4
522,USB Cables,Category,5
877,Duracell,Brand,1
877,USB Lightning,Type,2
877,Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable,Type,2
877,Computers & Accessories,Category,1
877,Accessories & Peripherals,Category,2
877,Cables & Accessories,Category,3
877,Cables,Category,4
877,USB Cables,Category,5
33,TP-Link,Brand,1
33,TL-WA850RE Single_Band,Type,2
33,Computers & Accessories,Category,1
33,Accessories & Peripherals,Category,2
33,Cables & Accessories,Category,3
33,Cables,Category,4
33,USB Cables,Category,5
116,COI,Brand,1
116,Note Pad/Memo,Type,2
116,Computers & Accessories,Category,1
116,Accessories & Peripherals,Category,2
116,Cables & Accessories,Category,3
116,Cables,Category,4
116,USB Cables,Category,5
106,Fujifilm,Brand,1
106,Instax Mini,Type,2
106,Computers & Accessories,Category,1
106,Accessories & Peripherals,Category,2
106,Cables & Accessories,Category,3
106,Cables,Category,4
106,USB Cables,Category,5
1174,Fire-Boltt,Brand,1
1174,Ring 3,Type,2
1174,Computers & Accessories,Category,1
1174,Accessories & Peripherals,Category,2
1174,Cables & Accessories,Category,3
1174,Cables,Category,4
1174,USB Cables,Category,5
887,Samsung,Brand,1
887,Galaxy Watch4,Type,2
887,Computers & Accessories,Category,1
887,Accessories & Peripherals,Category,2
887,Cables & Accessories,Category,3
887,Cables,Category,4
887,USB Cables,Category,5
1101,Noise,Brand,1
1101,Buds Vs104,Type,2
1101,Computers & Accessories,Category,1
1101,Accessories & Peripherals,Category,2
1101,Cables & Accessories,Category,3
1101,Cables,Category,4
1101,USB Cables,Category,5
163,Duracell,Brand,1
163,Ultra Alkaline,Type,2
163,Computers & Accessories,Category,1
163,Accessories & Peripherals,Category,2
163,Cables & Accessories,Category,3
163,Cables,Category,4
163,USB Cables,Category,5
294,JBL,Brand,1
294,"C200SI, Premium",Type,2
294,Computers & Accessories,Category,1
294,Accessories & Peripherals,Category,2
294,Cables & Accessories,Category,3
294,Cables,Category,4
294,USB Cables,Category,5
674,Acer,Brand,1
674,EK220Q 21.5,Type,2
674,Computers & Accessories,Category,1
674,Accessories & Peripherals,Category,2
674,Cables & Accessories,Category,3
674,Cables,Category,4
674,USB Cables,Category,5
731,E-COSMOS,Brand,1
731,5V 1.2W,Type,2
731,Computers & Accessories,Category,1
731,Accessories & Peripherals,Category,2
731,Cables & Accessories,Category,3
731,Cables,Category,4
731,USB Cables,Category,5
223,boAt,Brand,1
223,Dual Port,Type,2
223,boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable,Type,2
223,Computers & Accessories,Category,1
223,Accessories & Peripherals,Category,2
223,Cables & Accessories,Category,3
223,Cables,Category,4
223,USB Cables,Category,5
482,Zebronics,Brand,1
482,ZEB-COUNTY 3W,Type,2
482,Computers & Accessories,Category,1
482,Accessories & Peripherals,Category,2
482,Cables & Accessories,Category,3
482,Cables,Category,4
482,USB Cables,Category,5
937,KINGONE,Brand,1
937,Upgraded Stylus,Type,2
937,Computers & Accessories,Category,1
937,Accessories & Peripherals,Category,2
937,Cables & Accessories,Category,3
937,Cables,Category,4
937,USB Cables,Category,5
615,LG,Brand,1
615,80 cm,Type,2
615,Computers & Accessories,Category,1
615,Accessories & Peripherals,Category,2
615,Cables & Accessories,Category,3
615,Cables,Category,4
615,USB Cables,Category,5
353,Zebronics,Brand,1
353,Wired Keyboard,Type,2
353,Computers & Accessories,Category,1
353,Accessories & Peripherals,Category,2
353,Cables & Accessories,Category,3
353,Cables,Category,4
353,USB Cables,Category,5
617,JBL,Brand,1
617,"Tune 215BT,",Type,2
617,Computers & Accessories,Category,1
617,Accessories & Peripherals,Category,2
617,Cables & Accessories,Category,3
617,Cables,Category,4
617,USB Cables,Category,5
179,Gizga,Brand,1
179,Essentials Professional,Type,2
179,Computers & Accessories,Category,1
179,Accessories & Peripherals,Category,2
179,Cables & Accessories,Category,3
179,Cables,Category,4
179,USB Cables,Category,5
213,SanDisk,Brand,1
213,Ultra Dual,Type,2
213,Computers & Accessories,Category,1
213,Accessories & Peripherals,Category,2
213,Cables & Accessories,Category,3
213,Cables,Category,4
213,USB Cables,Category,5
473,TP-Link,Brand,1
473,Tapo 360°,Type,2
473,Computers & Accessories,Category,1
473,Accessories & Peripherals,Category,2
473,Cables & Accessories,Category,3
473,Cables,Category,4
473,USB Cables,Category,5
565,boAt,Brand,1
565,Airdopes 171,Type,2
565,Computers & Accessories,Category,1
565,Accessories & Peripherals,Category,2
565,Cables & Accessories,Category,3
565,Cables,Category,4
565,USB Cables,Category,5
2,Duracell,Brand,1
2,Plus AAA,Type,2
2,Computers & Accessories,Category,1
2,Accessories & Peripherals,Category,2
2,Cables & Accessories,Category,3
2,Cables,Category,4
2,USB Cables,Category,5
550,tizum,Brand,1
550,HDMI to,Type,2
550,tizum HDMI to VGA Adapter Cable,Type,2
550,Computers & Accessories,Category,1
550,Accessories & Peripherals,Category,2
550,Cables & Accessories,Category,3
550,Cables,Category,4
550,USB Cables,Category,5
895,Samsung,Brand,1
895,80 cm,Type,2
895,Computers & Accessories,Category,1
895,Accessories & Peripherals,Category,2
895,Cables & Accessories,Category,3
895,Cables,Category,4
895,USB Cables,Category,5
3,Logitech,Brand,1
3,B100 Wired,Type,2
3,Computers & Accessories,Category,1
3,Accessories & Peripherals,Category,2
3,Cables & Accessories,Category,3
3,Cables,Category,4
3,USB Cables,Category,5
1003,Noise,Brand,1
1003,Pulse Buzz,Type,2
1003,Computers & Accessories,Category,1
1003,Accessories & Peripherals,Category,2
1003,Cables & Accessories,Category,3
1003,Cables,Category,4
1003,USB Cables,Category,5
82,Classmate,Brand,1
82,2100117 Soft,Type,2
82,Computers & Accessories,Category,1
82,Accessories & Peripherals,Category,2
82,Cables & Accessories,Category,3
82,Cables,Category,4
82,USB Cables,Category,5
985,Flix,Brand,1
985,Micro Usb,Type,2
985,Flix Micro Usb Cable,Type,2
985,Computers & Accessories,Category,1
985,Accessories & Peripherals,Category,2
985,Cables & Accessories,Category,3
985,Cables,Category,4
985,USB Cables,Category,5
96,AirCase,Brand,1
96,Rugged Hard,Type,2
96,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable",Type,2
96,Computers & Accessories,Category,1
96,Accessories & Peripherals,Category,2
96,Cables & Accessories,Category,3
96,Cables,Category,4
96,USB Cables,Category,5
1142,Noise,Brand,1
1142,Buds VS402,Type,2
1142,Computers & Accessories,Category,1
1142,Accessories & Peripherals,Category,2
1142,Cables & Accessories,Category,3
1142,Cables,Category,4
1142,USB Cables,Category,5
283,JBL,Brand,1
283,"Go 2,",Type,2
283,Computers & Accessories,Category,1
283,Accessories & Peripherals,Category,2
283,Cables & Accessories,Category,3
283,Cables,Category,4
283,USB Cables,Category,5
197,Tizum,Brand,1
197,High Speed,Type,2
197,Tizum High Speed HDMI Cable,Type,2
197,Computers & Accessories,Category,1
197,Accessories & Peripherals,Category,2
197,Cables & Accessories,Category,3
197,Cables,Category,4
197,USB Cables,Category,5
493,Robustrion,Brand,1
493,Tempered Glass,Type,2
493,Computers & Accessories,Category,1
493,Accessories & Peripherals,Category,2
493,Cables & Accessories,Category,3
493,Cables,Category,4
493,USB Cables,Category,5
243,Redgear,Brand,1
243,Pro Wireless,Type,2
243,Computers & Accessories,Category,1
243,Accessories & Peripherals,Category,2
243,Cables & Accessories,Category,3
243,Cables,Category,4
243,USB Cables,Category,5
4,Logitech,Brand,1
4,M235 Wireless,Type,2
4,Computers & Accessories,Category,1
4,Accessories & Peripherals,Category,2
4,Cables & Accessories,Category,3
4,Cables,Category,4
4,USB Cables,Category,5
1118,STRIFF,Brand,1
1118,12 Pieces,Type,2
1118,"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable",Type,2
1118,Computers & Accessories,Category,1
1118,Accessories & Peripherals,Category,2
1118,Cables & Accessories,Category,3
1118,Cables,Category,4
1118,USB Cables,Category,5
176,TP-link,Brand,1
176,N300 WiFi,Type,2
176,Computers & Accessories,Category,1
176,Accessories & Peripherals,Category,2
176,Cables & Accessories,Category,3
176,Cables,Category,4
176,USB Cables,Category,5
211,Logitech,Brand,1
211,MK240 Nano,Type,2
211,Computers & Accessories,Category,1
211,Accessories & Peripherals,Category,2
211,Cables & Accessories,Category,3
211,Cables,Category,4
211,USB Cables,Category,5
692,Callas,Brand,1
692,Multipurpose Foldable,Type,2
692,Computers & Accessories,Category,1
692,Accessories & Peripherals,Category,2
692,Cables & Accessories,Category,3
692,Cables,Category,4
692,USB Cables,Category,5
242,Casio,Brand,1
242,MJ-12D 150,Type,2
242,Computers & Accessories,Category,1
242,Accessories & Peripherals,Category,2
242,Cables & Accessories,Category,3
242,Cables,Category,4
242,USB Cables,Category,5
662,Tukzer,Brand,1
662,Capacitive Stylus,Type,2
662,Computers & Accessories,Category,1
662,Accessories & Peripherals,Category,2
662,Cables & Accessories,Category,3
662,Cables,Category,4
662,USB Cables,Category,5
1117,Amazon,Brand,1
1117,Basics Multipurpose,Type,2
1117,Computers & Accessories,Category,1
1117,Accessories & Peripherals,Category,2
1117,Cables & Accessories,Category,3
1117,Cables,Category,4
1117,USB Cables,Category,5
805,Kanget,Brand,1
805,[2 Pack],Type,2
805,Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable,Type,2
805,Computers & Accessories,Category,1
805,Accessories & Peripherals,Category,2
805,Cables & Accessories,Category,3
805,Cables,Category,4
805,USB Cables,Category,5
1275,Amazon,Brand,1
1275,Basics Magic,Type,2
1275,Computers & Accessories,Category,1
1275,Accessories & Peripherals,Category,2
1275,Cables & Accessories,Category,3
1275,Cables,Category,4
1275,USB Cables,Category,5
831,Zebronics,Brand,1
831,ZEB-90HB USB,Type,2
831,Computers & Accessories,Category,1
831,Accessories & Peripherals,Category,2
831,Cables & Accessories,Category,3
831,Cables,Category,4
831,USB Cables,Category,5
488,Noise,Brand,1
488,ColorFit Pro,Type,2
488,Computers & Accessories,Category,1
488,Accessories & Peripherals,Category,2
488,Cables & Accessories,Category,3
488,Cables,Category,4
488,USB Cables,Category,5
749,Zebronics,Brand,1
749,Zeb Buds,Type,2
749,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable",Type,2
749,Computers & Accessories,Category,1
749,Accessories & Peripherals,Category,2
749,Cables & Accessories,Category,3
749,Cables,Category,4
749,USB Cables,Category,5
595,Redgear,Brand,1
595,A-15 Wired,Type,2
595,Computers & Accessories,Category,1
595,Accessories & Peripherals,Category,2
595,Cables & Accessories,Category,3
595,Cables,Category,4
595,USB Cables,Category,5
725,JBL,Brand,1
725,Commercial CSLM20B,Type,2
725,Computers & Accessories,Category,1
725,Accessories & Peripherals,Category,2
725,Cables & Accessories,Category,3
725,Cables,Category,4
725,USB Cables,Category,5
825,Fire-Boltt,Brand,1
825,India's No,Type,2
825,Computers & Accessories,Category,1
825,Accessories & Peripherals,Category,2
825,Cables & Accessories,Category,3
825,Cables,Category,4
825,USB Cables,Category,5
125,Eveready,Brand,1
125,Red 1012,Type,2
125,Computers & Accessories,Category,1
125,Accessories & Peripherals,Category,2
125,Cables & Accessories,Category,3
125,Cables,Category,4
125,USB Cables,Category,5
1156,SanDisk,Brand,1
1156,Extreme microSD,Type,2
1156,Computers & Accessories,Category,1
1156,Accessories & Peripherals,Category,2
1156,Cables & Accessories,Category,3
1156,Cables,Category,4
1156,USB Cables,Category,5
959,Portronics,Brand,1
959,MPORT 31C,Type,2
959,Computers & Accessories,Category,1
959,Accessories & Peripherals,Category,2
959,Cables & Accessories,Category,3
959,Cables,Category,4
959,USB Cables,Category,5
442,Infinity,Brand,1
442,(JBL Fuze,Type,2
442,Computers & Accessories,Category,1
442,Accessories & Peripherals,Category,2
442,Cables & Accessories,Category,3
442,Cables,Category,4
442,USB Cables,Category,5
490,AirCase,Brand,1
490,Protective Laptop,Type,2
490,Computers & Accessories,Category,1
490,Accessories & Peripherals,Category,2
490,Cables & Accessories,Category,3
490,Cables,Category,4
490,USB Cables,Category,5
480,Brand,Brand,1
480,Conquer 6,Type,2
480,Computers & Accessories,Category,1
480,Accessories & Peripherals,Category,2
480,Cables & Accessories,Category,3
480,Cables,Category,4
480,USB Cables,Category,5
247,TP-Link,Brand,1
247,AC750 Dual,Type,2
247,TP-Link AC750 Dual Band Wireless Cable,Type,2
247,Computers & Accessories,Category,1
247,Accessories & Peripherals,Category,2
247,Cables & Accessories,Category,3
247,Cables,Category,4
247,USB Cables,Category,5
72,Parker,Brand,1
72,Quink Ink,Type,2
72,Computers & Accessories,Category,1
72,Accessories & Peripherals,Category,2
72,Cables & Accessories,Category,3
72,Cables,Category,4
72,USB Cables,Category,5
698,STRIFF,Brand,1
698,Laptop Stand,Type,2
698,Computers & Accessories,Category,1
698,Accessories & Peripherals,Category,2
698,Cables & Accessories,Category,3
698,Cables,Category,4
698,USB Cables,Category,5
131,Logitech,Brand,1
131,MK215 Wireless,Type,2
